q_id,q_name,p_id,p_name,p_value,p_value_type
Q873,Meryl Streep,P2354,has list,list of awards and nominations received by Meryl Streep,wikibase-item
Q873,Meryl Streep,P734,family name,Streep,wikibase-item
Q873,Meryl Streep,P1884,hair color,blond hair,wikibase-item
Q873,Meryl Streep,P8687,social media followers,20187.0,quantity
Q873,Meryl Streep,P6886,writing language,English,wikibase-item
Q873,Meryl Streep,P10527,documentation files at,"SAPA Foundation, Swiss Archive of the Performing Arts",wikibase-item
Q946,Donald Tusk,P166,award received,Charlemagne Prize,wikibase-item
Q946,Donald Tusk,P910,topic's main category,Category:Donald Tusk,wikibase-item
Q946,Donald Tusk,P39,position held,Prime Minister of Poland,wikibase-item
Q946,Donald Tusk,P373,Commons category,Donald Tusk,string
Q946,Donald Tusk,P102,member of political party,Civic Platform,wikibase-item
Q946,Donald Tusk,P31,instance of,human,wikibase-item
Q946,Donald Tusk,P935,Commons gallery,Donald Tusk,string
Q946,Donald Tusk,P106,occupation,politician,wikibase-item
Q946,Donald Tusk,P1343,described by source,Lentapedia,wikibase-item
Q946,Donald Tusk,P735,given name,Donald,wikibase-item
Q946,Donald Tusk,P1412,"languages spoken, written or signed",Polish,wikibase-item
Q946,Donald Tusk,P937,work location,Warsaw,wikibase-item
Q946,Donald Tusk,P21,sex or gender,male,wikibase-item
Q946,Donald Tusk,P1971,number of children,2.0,quantity
Q946,Donald Tusk,P734,family name,Tusk,wikibase-item
Q946,Donald Tusk,P3602,candidacy in election,2005 Polish presidential election,wikibase-item
Q946,Donald Tusk,P8687,social media followers,1231360.0,quantity
Q946,Donald Tusk,P172,ethnic group,Kashubians,wikibase-item
Q946,Donald Tusk,P1344,participant in,World Economic Forum Annual Meeting 2013,wikibase-item
Q997,Andrei Sakharov,P106,occupation,physicist,wikibase-item
Q997,Andrei Sakharov,P166,award received,Stalin Prize,wikibase-item
Q997,Andrei Sakharov,P373,Commons category,Andrei Sakharov,string
Q997,Andrei Sakharov,P31,instance of,human,wikibase-item
Q997,Andrei Sakharov,P512,academic degree,Doctor of Sciences in Physics and Mathematics,wikibase-item
Q997,Andrei Sakharov,P735,given name,Andrey,wikibase-item
Q997,Andrei Sakharov,P910,topic's main category,Category:Andrei Sakharov,wikibase-item
Q997,Andrei Sakharov,P1343,described by source,Great Soviet Encyclopedia (1969–1978),wikibase-item
Q997,Andrei Sakharov,P119,place of burial,Vostryakovo Cemetery,wikibase-item
Q997,Andrei Sakharov,P184,doctoral advisor,Igor Tamm,wikibase-item
Q997,Andrei Sakharov,P101,field of work,physics,wikibase-item
Q997,Andrei Sakharov,P734,family name,Sakharov,wikibase-item
Q997,Andrei Sakharov,P935,Commons gallery,Андрей Дмитриевич Сахаров,string
Q997,Andrei Sakharov,P39,position held,people's deputy of union of socialist soviet republics,wikibase-item
Q997,Andrei Sakharov,P1196,manner of death,natural causes,wikibase-item
Q997,Andrei Sakharov,P1412,"languages spoken, written or signed",Russian,wikibase-item
Q997,Andrei Sakharov,P803,professorship,list of members of the Academy of Sciences of the USSR,wikibase-item
Q997,Andrei Sakharov,P802,student,Vladimir Lebedev,wikibase-item
Q997,Andrei Sakharov,P21,sex or gender,male,wikibase-item
Q997,Andrei Sakharov,P5008,on focus list of Wikimedia project,WikiProject Human Rights,wikibase-item
Q997,Andrei Sakharov,P5056,patronym or matronym for this person,Dmitrievich,wikibase-item
Q997,Andrei Sakharov,P172,ethnic group,Russians,wikibase-item
Q997,Andrei Sakharov,P485,archives at,"Rare Books, Special Collections, and Preservation, University of Rochester",wikibase-item
Q997,Andrei Sakharov,P1344,participant in,1st Congress of People's Deputies of the Soviet Union,wikibase-item
Q997,Andrei Sakharov,P2868,subject has role,prisoner of conscience,wikibase-item
Q997,Andrei Sakharov,P6104,maintained by WikiProject,WikiProject Mathematics,wikibase-item
Q997,Andrei Sakharov,P737,influenced by,Mikhail Gorbachev,wikibase-item
Q1056,Italo Balbo,P373,Commons category,Italo Balbo,string
Q1056,Italo Balbo,P31,instance of,human,wikibase-item
Q1056,Italo Balbo,P102,member of political party,National Fascist Party,wikibase-item
Q1056,Italo Balbo,P166,award received,Distinguished Flying Cross,wikibase-item
Q1056,Italo Balbo,P607,conflict,World War I,wikibase-item
Q1056,Italo Balbo,P106,occupation,military personnel,wikibase-item
Q1056,Italo Balbo,P241,military branch,Royal Italian Air Force,wikibase-item
Q1056,Italo Balbo,P735,given name,Italo,wikibase-item
Q1056,Italo Balbo,P1196,manner of death,accidental death,wikibase-item
Q1056,Italo Balbo,P39,position held,minister of Air Force of the Kingdom of Italy,wikibase-item
Q1056,Italo Balbo,P410,military rank,maresciallo dell'aria,wikibase-item
Q1056,Italo Balbo,P734,family name,Balbo,wikibase-item
Q1056,Italo Balbo,P119,place of burial,Orbetello,wikibase-item
Q1056,Italo Balbo,P1412,"languages spoken, written or signed",Italian,wikibase-item
Q1056,Italo Balbo,P1347,military casualty classification,killed in action,wikibase-item
Q1056,Italo Balbo,P21,sex or gender,male,wikibase-item
Q1056,Italo Balbo,P945,allegiance,Kingdom of Italy,wikibase-item
Q1056,Italo Balbo,P512,academic degree,laurea,wikibase-item
Q1056,Italo Balbo,P1343,described by source,Obalky knih.cz,wikibase-item
Q1058,Narendra Modi,P102,member of political party,Bharatiya Janata Party,wikibase-item
Q1058,Narendra Modi,P373,Commons category,Narendra Modi,string
Q1058,Narendra Modi,P31,instance of,human,wikibase-item
Q1058,Narendra Modi,P39,position held,Chief Minister of Gujarat,wikibase-item
Q1058,Narendra Modi,P21,sex or gender,male,wikibase-item
Q1058,Narendra Modi,P106,occupation,politician,wikibase-item
Q1058,Narendra Modi,P1472,Commons Creator page,Narendra Modi,string
Q1058,Narendra Modi,P910,topic's main category,Category:Narendra Modi,wikibase-item
Q1058,Narendra Modi,P166,award received,CNN-News18 Indian of the Year,wikibase-item
Q1058,Narendra Modi,P935,Commons gallery,Narendra Modi,string
Q1058,Narendra Modi,P1344,participant in,2017 SCO Summit,wikibase-item
Q1058,Narendra Modi,P735,given name,Narendra,wikibase-item
Q1058,Narendra Modi,P103,native language,Gujarati,wikibase-item
Q1058,Narendra Modi,P1412,"languages spoken, written or signed",Hindi,wikibase-item
Q1058,Narendra Modi,P172,ethnic group,Gujarati people,wikibase-item
Q1058,Narendra Modi,P793,significant event,Swearing-in ceremony of Narendra Modi,wikibase-item
Q1058,Narendra Modi,P2048,height,1.78,quantity
Q1058,Narendra Modi,P2067,mass,75.0,quantity
Q1058,Narendra Modi,P734,family name,Modi,wikibase-item
Q1058,Narendra Modi,P1971,number of children,0.0,quantity
Q1058,Narendra Modi,P3602,candidacy in election,2014 Indian general election in Vadodara Lok Sabha constituency,wikibase-item
Q1058,Narendra Modi,P6886,writing language,English,wikibase-item
Q1058,Narendra Modi,P8625,bibliography,bibliography of Narendra Modi,wikibase-item
Q1058,Narendra Modi,P135,movement,Ram Rath Yatra,wikibase-item
Q1058,Narendra Modi,P1889,different from,Narendra Dabholkar,wikibase-item
Q1058,Narendra Modi,P1424,topic's main template,Template:Narendra Modi series,wikibase-item
Q1058,Narendra Modi,P1340,eye color,black,wikibase-item
Q1058,Narendra Modi,P1884,hair color,white hair,wikibase-item
Q1058,Narendra Modi,P8687,social media followers,65431259.0,quantity
Q1058,Narendra Modi,P2218,net worth,391937.0,quantity
Q1058,Narendra Modi,P101,field of work,culture of India,wikibase-item
Q1058,Narendra Modi,P800,notable work,Exam Warriors,wikibase-item
Q1058,Narendra Modi,P2572,hashtag,narendramodi,string
Q1058,Narendra Modi,P552,handedness,right-handedness,wikibase-item
Q1058,Narendra Modi,P898,IPA transcription,narendr daamodaradaas modee,string
Q1058,Narendra Modi,P1853,blood type,A,wikibase-item
Q1058,Narendra Modi,P5008,on focus list of Wikimedia project,Wikipedia:Vital articles/Level/4,wikibase-item
Q1058,Narendra Modi,P6424,affiliation string,Office of the Prime Minister of India,string
Q1149,Indira Gandhi,P21,sex or gender,female,wikibase-item
Q1149,Indira Gandhi,P166,award received,Jawaharlal Nehru Award for International Understanding,wikibase-item
Q1149,Indira Gandhi,P373,Commons category,Indira Gandhi,string
Q1149,Indira Gandhi,P106,occupation,politician,wikibase-item
Q1149,Indira Gandhi,P1196,manner of death,homicide,wikibase-item
Q1149,Indira Gandhi,P102,member of political party,Indian National Congress,wikibase-item
Q1149,Indira Gandhi,P31,instance of,human,wikibase-item
Q1149,Indira Gandhi,P39,position held,Minister of External Affairs,wikibase-item
Q1149,Indira Gandhi,P910,topic's main category,Category:Indira Gandhi,wikibase-item
Q1149,Indira Gandhi,P157,killed by,Satwant Singh,wikibase-item
Q1149,Indira Gandhi,P734,family name,Gandhi,wikibase-item
Q1149,Indira Gandhi,P735,given name,Indira,wikibase-item
Q1149,Indira Gandhi,P1343,described by source,Great Soviet Encyclopedia (1969–1978),wikibase-item
Q1149,Indira Gandhi,P935,Commons gallery,Indira Gandhi,string
Q1149,Indira Gandhi,P1412,"languages spoken, written or signed",Hindi,wikibase-item
Q1149,Indira Gandhi,P119,place of burial,Raj Ghat and associated memorials,wikibase-item
Q1149,Indira Gandhi,P6379,has works in the collection,Tate,wikibase-item
Q1149,Indira Gandhi,P7763,copyright status as a creator,works protected by copyrights,wikibase-item
Q1149,Indira Gandhi,P793,significant event,state funeral,wikibase-item
Q1149,Indira Gandhi,P53,family,Nehru–Gandhi family,wikibase-item
Q1149,Indira Gandhi,P3602,candidacy in election,1980 Indian general election,wikibase-item
Q1149,Indira Gandhi,P101,field of work,politics,wikibase-item
Q1149,Indira Gandhi,P5008,on focus list of Wikimedia project,Wikipedia:Vital articles/Level/4,wikibase-item
Q1149,Indira Gandhi,P1344,participant in,Third International Conference on Planned Parenthood,wikibase-item
Q1149,Indira Gandhi,P103,native language,Hindi,wikibase-item
Q1151,Hector Berlioz,P106,occupation,journalist,wikibase-item
Q1151,Hector Berlioz,P119,place of burial,Montmartre Cemetery,wikibase-item
Q1151,Hector Berlioz,P373,Commons category,Hector Berlioz,string
Q1151,Hector Berlioz,P910,topic's main category,Category:Hector Berlioz,wikibase-item
Q1151,Hector Berlioz,P31,instance of,human,wikibase-item
Q1151,Hector Berlioz,P935,Commons gallery,Hector Berlioz,string
Q1151,Hector Berlioz,P735,given name,Hector,wikibase-item
Q1151,Hector Berlioz,P1472,Commons Creator page,Hector Berlioz,string
Q1151,Hector Berlioz,P800,notable work,Requiem,wikibase-item
Q1151,Hector Berlioz,P135,movement,Romanticism,wikibase-item
Q1151,Hector Berlioz,P136,genre,opera,wikibase-item
Q1151,Hector Berlioz,P1066,student of,Anton Reicha,wikibase-item
Q1151,Hector Berlioz,P166,award received,Prix de Rome,wikibase-item
Q1151,Hector Berlioz,P1343,described by source,Small Brockhaus and Efron Encyclopedic Dictionary,wikibase-item
Q1151,Hector Berlioz,P1303,instrument,guitar,wikibase-item
Q1151,Hector Berlioz,P734,family name,Berlioz,wikibase-item
Q1151,Hector Berlioz,P1412,"languages spoken, written or signed",French,wikibase-item
Q1151,Hector Berlioz,P21,sex or gender,male,wikibase-item
Q1151,Hector Berlioz,P802,student,Antoine Elwart,wikibase-item
Q1151,Hector Berlioz,P6886,writing language,French,wikibase-item
Q1151,Hector Berlioz,P101,field of work,art music,wikibase-item
Q1151,Hector Berlioz,P7763,copyright status as a creator,copyrights on works have expired,wikibase-item
Q1151,Hector Berlioz,P1455,list of works,list of compositions by Hector Berlioz,wikibase-item
Q1151,Hector Berlioz,P485,archives at,UK National Archives,wikibase-item
Q1151,Hector Berlioz,P1299,depicted by,Portrait of the Composer Hector Berlioz,wikibase-item
Q1151,Hector Berlioz,P7084,related category,Category:Compositions by Hector Berlioz,wikibase-item
Q1151,Hector Berlioz,P10527,documentation files at,"SAPA Foundation, Swiss Archive of the Performing Arts",wikibase-item
Q1151,Hector Berlioz,P5008,on focus list of Wikimedia project,Wikipedia:Vital articles/Level/4,wikibase-item
Q1151,Hector Berlioz,P1050,medical condition,epilepsy,wikibase-item
Q1228,Oscar Luigi Scalfaro,P166,award received,Grand Order of King Tomislav,wikibase-item
Q1228,Oscar Luigi Scalfaro,P373,Commons category,Oscar Luigi Scalfaro,string
Q1228,Oscar Luigi Scalfaro,P102,member of political party,Christian Democracy,wikibase-item
Q1228,Oscar Luigi Scalfaro,P31,instance of,human,wikibase-item
Q1228,Oscar Luigi Scalfaro,P106,occupation,politician,wikibase-item
Q1228,Oscar Luigi Scalfaro,P1412,"languages spoken, written or signed",Italian,wikibase-item
Q1228,Oscar Luigi Scalfaro,P735,given name,Oscar,wikibase-item
Q1228,Oscar Luigi Scalfaro,P937,work location,Rome,wikibase-item
Q1228,Oscar Luigi Scalfaro,P734,family name,Scalfaro,wikibase-item
Q1228,Oscar Luigi Scalfaro,P21,sex or gender,male,wikibase-item
Q1228,Oscar Luigi Scalfaro,P3602,candidacy in election,1992 Italian presidential election,wikibase-item
Q1228,Oscar Luigi Scalfaro,P103,native language,Italian,wikibase-item
Q1228,Oscar Luigi Scalfaro,P39,position held,President of Italy,wikibase-item
Q1228,Oscar Luigi Scalfaro,P119,place of burial,cemetery of Cameri,wikibase-item
Q1253,Ban Ki-moon,P21,sex or gender,male,wikibase-item
Q1253,Ban Ki-moon,P39,position held,United Nations Secretary-General,wikibase-item
Q1253,Ban Ki-moon,P373,Commons category,Ban Ki-moon,string
Q1253,Ban Ki-moon,P31,instance of,human,wikibase-item
Q1253,Ban Ki-moon,P935,Commons gallery,Ban Ki-moon,string
Q1253,Ban Ki-moon,P106,occupation,politician,wikibase-item
Q1253,Ban Ki-moon,P1343,described by source,Lentapedia,wikibase-item
Q1253,Ban Ki-moon,P166,award received,Honorary doctor of the Katholieke Universiteit Leuven,wikibase-item
Q1253,Ban Ki-moon,P1412,"languages spoken, written or signed",English,wikibase-item
Q1253,Ban Ki-moon,P734,family name,Ban,wikibase-item
Q1253,Ban Ki-moon,P910,topic's main category,Category:Ban Ki-moon,wikibase-item
Q1253,Ban Ki-moon,P103,native language,Korean,wikibase-item
Q1253,Ban Ki-moon,P1942,McCune-Reischauer romanization,Pan Ki-mun,string
Q1253,Ban Ki-moon,P2001,revised romanization,Ban Gimun,string
Q1253,Ban Ki-moon,P1971,number of children,3.0,quantity
Q1253,Ban Ki-moon,P101,field of work,international relations,wikibase-item
Q1253,Ban Ki-moon,P735,given name,Ki-moon,wikibase-item
Q1253,Ban Ki-moon,P102,member of political party,independent politician,wikibase-item
Q1253,Ban Ki-moon,P5008,on focus list of Wikimedia project,WikiProject Human Rights,wikibase-item
Q1253,Ban Ki-moon,P1344,participant in,World Economic Forum Annual Meeting 2014,wikibase-item
Q1253,Ban Ki-moon,P6424,affiliation string,United Nations,string
Q1253,Ban Ki-moon,P1416,affiliation,United Nations,wikibase-item
Q1254,Kofi Annan,P166,award received,Nobel Peace Prize,wikibase-item
Q1254,Kofi Annan,P106,occupation,diplomat,wikibase-item
Q1254,Kofi Annan,P373,Commons category,Kofi Annan,string
Q1254,Kofi Annan,P39,position held,United Nations Secretary-General,wikibase-item
Q1254,Kofi Annan,P31,instance of,human,wikibase-item
Q1254,Kofi Annan,P1343,described by source,Lentapedia (full versions),wikibase-item
Q1254,Kofi Annan,P735,given name,Kofi,wikibase-item
Q1254,Kofi Annan,P910,topic's main category,Category:Kofi Annan,wikibase-item
Q1254,Kofi Annan,P935,Commons gallery,Kofi Annan,string
Q1254,Kofi Annan,P793,significant event,Panama Papers,wikibase-item
Q1254,Kofi Annan,P734,family name,Annan,wikibase-item
Q1254,Kofi Annan,P1412,"languages spoken, written or signed",English,wikibase-item
Q1254,Kofi Annan,P1971,number of children,3.0,quantity
Q1254,Kofi Annan,P1196,manner of death,natural causes,wikibase-item
Q1254,Kofi Annan,P2959,permanent duplicated item,Q56162343,wikibase-item
Q1254,Kofi Annan,P21,sex or gender,male,wikibase-item
Q1254,Kofi Annan,P6886,writing language,English,wikibase-item
Q1254,Kofi Annan,P5008,on focus list of Wikimedia project,WikiProject Human Rights,wikibase-item
